Superheading Number,Superheading title ,heading_text,ID_novols
13,,ذكر الخبر عن مدة ملكه,131.4.0.0.0
13,,ذكر مده عمره,131.5.0.0.0
13,,ذكر العلة التي كانت فيها وفاته,131.6.0.0.0
13,,ذكر الخبر عمن صلى على معاوية حين مات,131.7.0.0.0
13,,ذكر الخبر عن نسبه وكنيته,131.8.0.0.0
13,,ذكر نسائه وولده,131.9.0.0.0
13,,ذكر بعض ما حضرنا من ذكر أخباره وسيره,131.10.0.0.0
13,,خلافة يزيد بن معاوية,131.11.0.0.0
13,,ذكر عزل الوليد عن المدينة وولايه عمر بن سعيد,131.12.0.0.0
13,,ذكر الخبر عن مراسله الكوفيين الحسين ع للمصير إلى ما قبلهم وأمر مسلم بن عقيل رضي الله عنه,131.13.0.0.0
13,,ذكر مسير الحسين الى الكوفه,131.14.0.0.0
13,,ثم دخلت سنة إحدى وستين,132.0.0.0.0
13,,(ذكر الخبر عما كان فيها من الأحداث),132.1.0.0.0
13,,ذكر أسماء من قتل من بني هاشم مع الحسين ع وعدد من قتل من كل قبيلة من القبائل التي قاتلته,132.2.0.0.0
13,,ذكر خبر مقتل مرداس بن عمرو بن حدير,132.3.0.0.0
13,,ذكر خبر ولايه سلم بن زياد على خراسان وسجستان,132.4.0.0.0
13,,ذكر سبب عزل يزيد عمرو بن سعيد عن المدينة وتوليته عليها الوليد بن عتبة,132.5.0.0.0
13,,ثم دخلت سنة اثنتين وستين,133.0.0.0.0
13,,(ذكر الخبر عما كان في هذه السنة من الأحداث),133.1.0.0.0
13,,ثم دخلت سنة ثلاث وستين,134.0.0.0.0
13,,(ذكر الخبر عن الأحداث التي كانت فيها),134.1.0.0.0
13,,ثم دخلت سنة أربع وستين,135.0.0.0.0
13,,(ذكر الخبر عما كان فيها من الأحداث),135.1.0.0.0
13,,ذكر موت مسلم بن عقبة ورمي الكعبة وإحراقها,135.2.0.0.0
13,,ذكر الخبر عن حرق الكعبه,135.3.0.0.0
13,,ذكر خبر وفاه يزيد بن معاويه,135.4.0.0.0
13,,ذكر عدد ولده,135.5.0.0.0
13,,خلافة معاوية بن يزيد,135.6.0.0.0
13,,ذكر الخبر عما كان من أمر عبيد الله بن زياد وأمر أهل البصرة معه بها بعد موت يزيد,135.7.0.0.0
13,,ذكر الخبر عن عزلهم عمرو بن حريث وتأميرهم عامرا,135.8.0.0.0
13,,ذكر الخبر عن ولايه عامر بن مسعود على الكوفه,135.9.0.0.0
13,,خلافه مروان بن الحكم,135.10.0.0.0
13,,ذكر الخبر عن فتنه عبد الله بن خازم وبيعه سلم بن زياد,135.11.0.0.0
13,,ذكر الخبر عن تحرك الشيعة للطلب بدم الحسين,135.12.0.0.0
13,,ذكر الخبر عن فراق الخوارج عبد الله بن الزبير,135.13.0.0.0
13,,ذكر الخبر عن مقدم المختار بن ابى عبيد الكوفه,135.14.0.0.0
13,,ذكر الخبر عن هدم ابن الزبير الكعبه,135.15.0.0.0
13,,سنة خمس وستين,136.0.0.0.0
13,,(ذكر الخبر عما كان فيها من الأحداث الجليلة),136.1.0.0.0
13,,ذكر الخبر عن بيعه عبد الملك وعبد العزيز ابنى مروان,136.2.0.0.0
13,,ذكر الخبر عن موت مروان بن الحكم,136.3.0.0.0
13,,ذكر خبر مقتل حبيش بن دلجه,136.4.0.0.0
13,,ذكر خبر حدوث الطاعون الجارف,136.5.0.0.0
13,,مقتل نافع بن الأزرق واشتداد امر الخوارج,136.6.0.0.0
13,,ذكر خبر بناء عبد الله بن الزبير البيت الحرام,136.7.0.0.0
13,,خروج بنى تميم بخراسان على عبد الله بن خازم,136.8.0.0.0
13,,ثم دخلت سنة ست وستين,137.0.0.0.0
13,,(ذكر الخبر عن الكائن الذي كان فيها من الأمور الجليلة),137.1.0.0.0
13,,ذكر الخبر عن امر المختار مع قتله الحسين بالكوفه,137.2.0.0.0
13,,ذكر الخبر عن البيعه للمختار بالبصرة,137.3.0.0.0
13,,ذكر الخبر عن بعث المختار جيشه للمكر بابن الزبير,137.4.0.0.0
13,,ذكر الخبر عن قدوم الخشبيه مكة وموافاتهم الحج,137.5.0.0.0
13,,ذكر الخبر عن حصار بنى تميم بخراسان,137.6.0.0.0
13,,شخوص ابراهيم بن الاشتر لحرب عبيد الله بن زياد,137.7.0.0.0
13,,ذكر امر الكرسي الذى كان المختار يستنصر به!,137.8.0.0.0
13,,ثم دخلت سنة سبع وستين,138.0.0.0.0
13,,(ذكر الخبر عما كان فيها من الأحداث),138.1.0.0.0
13,,ذكر الخبر عن عزل القباع عن البصره,138.2.0.0.0
13,,ذكر خبر قتل مصعب المختار بن ابى عبيد,138.3.0.0.0
13,,خبر عزل عبد الله بن الزبير أخاه المصعب,138.4.0.0.0
13,,ثم دخلت سنة ثمان وستين.,139.0.0.0.0
13,,(ذكر الخبر عما كان فيها من الأمور الجليلة),139.1.0.0.0
13,,ذكر الخبر عن رجوع الازارقه من فارس الى العراق,139.2.0.0.0
13,,ذكر الخبر عن مقتل عبد الله بن الحر,139.3.0.0.0
13,,ثم دخلت سنه تسع وستين,140.0.0.0.0
13,,ذكر خبر قتل عبد الملك سعيد بن عمرو,140.1.0.0.0
13,,ثم دخلت سنه سبعين,141.0.0.0.0
13,,(ذكر ما كان فيها من الأحداث),141.1.0.0.0
13,,ثم دخلت سنه إحدى وسبعين,142.0.0.0.0
13,,ذكر ما كان فيها من الأحداث,142.1.0.0.0
13,,ذكر الخبر عن دخول عبد الملك بن مروان الكوفه,142.2.0.0.0
13,,ذكر خبر ولايه خالد بن عبد الله على البصره,142.3.0.0.0
13,,خطبه عبد الله بن الزبير بعد مقتل مصعب,142.4.0.0.0
13,,ثم دخلت سنة اثنتين وسبعين,143.0.0.0.0
13,,(ذكر الخبر عما كان فيها من الأحداث الجليلة),143.1.0.0.0
13,,خروج ابى فديك الخارجي وغلبته على البحرين,143.2.0.0.0
13,,خبر توجيه عبد الملك الحجاج لقتال ابن الزبير,143.3.0.0.0
13,,امر عبد الله بن خازم السلمى مع عبد الملك,143.4.0.0.0
13,,فصل نذكر فيه الكتاب من بدء أمر الإسلام,143.5.0.0.0
13,,أسماء من كتب للنبي ص,143.6.0.0.0
13,,أسماء من كان يكتب للخلفاء والولاه,143.7.0.0.0
13,,ثم دخلت سنة ثلاث وسبعين,144.0.0.0.0
13,,ذكر الكائن الذي كان فيها من الأمور الجليلة,144.1.0.0.0
13,,[أخبار متفرقة],144.2.0.0.0
13,,ثم دخلت سنة أربع وسبعين,145.0.0.0.0
13,,(ذكر ما كان فيها من الأحداث الجليلة),145.1.0.0.0
13,,ذكر الخبر عن حرب المهلب للازارقه,145.2.0.0.0
13,,عزل بكير بن وشاح عن خراسان وولايه اميه بن عبد الله عليها,145.3.0.0.0
13,,[أخبار متفرقة],145.4.0.0.0
13,,ثم دخلت سنة خمس وسبعين,146.0.0.0.0
13,,(ذكر الخبر عما كان فيها من الأحداث),146.1.0.0.0
13,,ولايه الحجاج على الكوفه وخطبته في أهلها,146.2.0.0.0
13,,ذكر الخبر عن ثوره الناس بالحجاج بالبصرة,146.3.0.0.0
13,,نفى المهلب وابن مخنف الأزارقة عن رامهرمز,146.4.0.0.0
13,,ذكر الخبر عن تحرك صالح للخروج وما كان منه في هذه السنة,146.5.0.0.0
14,سنة 76 - سنة 100 من الهجرة,ثم دخلت سنة ست وسبعين,147.0.0.0.0
14,,(ذكر الكائن من الأحداث فيها),147.1.0.0.0
14,,ذكر الخبر عن خروج صالح بن مسرح وعن سبب خروجه,147.2.0.0.0
14,,خبر دخول شبيب الكوفه وما كان من امره مع الحجاج,147.3.0.0.0
14,,[نقش الدنانير والدراهم بأمر عبد الملك بن مروان],147.4.0.0.0
14,,[أخبار متفرقة],147.5.0.0.0
14,,ثم دخلت سنه سبع وسبعين,148.0.0.0.0
14,,محاربه شبيب عتاب بن ورقاء وزهره بن حوية وقتلهما,148.1.0.0.0
14,,ذكر الخبر عن دخول شبيب الكوفه مره ثانيه,148.2.0.0.0
14,,ذكر الخبر عن مهلك شبيب,148.3.0.0.0
14,,خروج مطرف بن المغيره على الحجاج وعبد الملك,148.4.0.0.0
14,,ذكر الخبر عن وقوع الخلاف بين الازارقه,148.5.0.0.0
14,,ذكر الخبر عن هلاك قطري واصحابه,148.6.0.0.0
14,,ذكر الخبر عن مقتل أمية بن عبد الله بن خالد بن أسيد,148.7.0.0.0
14,,[أخبار متفرقة],148.8.0.0.0
14,,ثم دخلت سنة ثمان وسبعين,149.0.0.0.0
14,,ذكر الخبر عن الكائن في هذه السنة من الأحداث الجليلة,149.1.0.0.0
14,,ذكر الخبر عن العمال الذين ولاهم الحجاج خراسان وسجستان وذكر السبب في توليته من ولاه ذلك وشيئا منه,149.2.0.0.0
14,,ثم دخلت سنة تسع وسبعين,150.0.0.0.0
14,,(ذكر ما كان فيها من الأحداث الجليلة),150.1.0.0.0
14,,ذكر الخبر عن غزو عبيد الله بن ابى بكره رتبيل,150.2.0.0.0
14,,ثم دخلت سنة ثمانين,151.0.0.0.0
14,,(ذكر الأحداث الجليلة التي كانت في هذه السنة),151.1.0.0.0
14,,ذكر خبر غزو المهلب ما وراء النهر,151.2.0.0.0
14,,تسيير الجنود الى مع ابن الاشعث لحرب رتبيل,151.3.0.0.0
14,,[أخبار متفرقة],151.4.0.0.0
14,,ثم دخلت سنة إحدى وثمانين,152.0.0.0.0
14,,(ذكر ما كان فيها من الأحداث),152.1.0.0.0
14,,ذكر الخبر عن مقتل بحير بن ورقاء بخراسان,152.2.0.0.0
14,,ذكر الخبر عن خلاف ابن الاشعث على الحجاج,152.3.0.0.0
14,,ثم دخلت سنة اثنتين وثمانين,153.0.0.0.0
14,,(ذكر الخبر عن الكائن من الاحداث فيها),153.1.0.0.0
14,,خبر الحرب بين الحجاج وابن الاشعث بالزاوية,153.2.0.0.0
14,,وقعة دير الجماجم بين الحجاج وابن الأشعث,153.3.0.0.0
14,,ذكر الخبر عن وفاه المغيره بن المهلب,153.4.0.0.0
14,,ذكر الخبر عن سبب انصراف المهلب عن كس,153.5.0.0.0
14,,خبر وفاه المهلب بن ابى صفره,153.6.0.0.0
14,,[أخبار متفرقة],153.7.0.0.0
14,,ثم دخلت سنة ثلاث وثمانين,154.0.0.0.0
14,,(ذكر الأحداث التي كانت فيها),154.1.0.0.0
14,,خبر هزيمه ابن الاشعث بدير الجماجم,154.2.0.0.0
14,,هزيمه ابن الاشعث واصحابه في وقعه مسكن,154.3.0.0.0
14,,ذكر خبر بناء مدينه واسط,154.4.0.0.0
14,,[أخبار متفرقة],154.5.0.0.0
14,,ثم دخلت سنة أربع وثمانين,155.0.0.0.0
14,,(ذكر ms2880 ما كان فيها من الأحداث),155.1.0.0.0
14,,خبر قتل الحجاج أيوب بن القرية,155.2.0.0.0
14,,فتح يزيد بن المهلب قلعة نيزك بباذغيس,155.3.0.0.0
14,,[أخبار متفرقة],155.4.0.0.0
14,,ثم دخلت سنة خمس وثمانين,156.0.0.0.0
14,,(ذكر ما كان فيها من الاحداث),156.1.0.0.0
14,,خبر هلاك عبد الرحمن بن محمد بن الأشعث,156.2.0.0.0
14,,عزل يزيد بن المهلب عن خراسان,156.3.0.0.0
14,,غزو المفضل باذغيس واخرون,156.4.0.0.0
14,,خبر مقتل موسى بن عبد الله بن خازم بالترمذ,156.5.0.0.0
14,,عزم عبد الملك بن مروان على خلع أخيه عبد العزيز,156.6.0.0.0
14,,خبر موت عبد العزيز بن مروان,156.7.0.0.0
14,,بيعه عبد الملك لابنيه: الوليد ثم سليمان,156.8.0.0.0
14,,أخبار متفرقة,156.9.0.0.0
14,,ثم دخلت سنة ست وثمانين,157.0.0.0.0
14,,(ذكر الخبر عما كان فيها من الأحداث),157.1.0.0.0
14,,خبر وفاه عبد الملك بن مروان,157.2.0.0.0
14,,ذكر الخبر عن مبلغ سنه يوم توفي,157.3.0.0.0
14,,ذكر نسبه وكنيته,157.4.0.0.0
14,,ذكر أولاده وأزواجه,157.5.0.0.0
14,,خلافة الوليد ms2910 بن عبد الملك,157.6.0.0.0
14,,ولايه قتيبة بن مسلم على خراسان من قبل الحجاج,157.7.0.0.0
14,,ذكر ما كان من أمر قتيبة بخراسان في هذه السنة,157.8.0.0.0
14,,[أخبار متفرقة],157.9.0.0.0
14,,ثم دخلت سنة سبع وثمانين,158.0.0.0.0
14,,(ذكر الخبر عما كان فيها من الأحداث),158.1.0.0.0
14,,خبر اماره عمر بن عبد العزيز على المدينة,158.2.0.0.0
14,,خبر صلح قتيبة ونيزك,158.3.0.0.0
14,,خبر غزو مسلمه بن عبد الملك ارض الروم,158.4.0.0.0
14,,خبر غزو قتيبة بيكند,158.5.0.0.0
14,,ثم دخلت سنة ثمان وثمانين,159.0.0.0.0
14,,(ذكر ما كان فيها من الاحداث),159.1.0.0.0
14,,خبر فتح حصن طوانه من بلاد الروم,159.2.0.0.0
14,,ذكر عماره مسجد النبي ص,159.3.0.0.0
14,,ذكر غزو قتيبة نومشكث وراميثنه,159.4.0.0.0
14,,ذكر ما عمل الوليد من المعروف,159.5.0.0.0
14,,ثم دخلت سنة تسع وثمانين,160.0.0.0.0
14,,(ذكر الخبر عن الأحداث التي كانت فيها),160.1.0.0.0
14,,خبر غزو مسلمه ارض الروم,160.2.0.0.0
14,,خبر غزو قتيبة بخارى,160.3.0.0.0
14,,خبر ولايه خالد القسرى على مكة,160.4.0.0.0
14,,ثم دخلت سنة تسعين,161.0.0.0.0
14,,ففي هذه السنة غزا مسلمة أرض,161.1.0.0.0
14,,خبر فتح بخارى,161.2.0.0.0
14,,خبر صلح قتيبة مع السغد,161.3.0.0.0
14,,غدر نيزك,161.4.0.0.0
14,,خبر فتح الطالقان,161.5.0.0.0
14,,هرب يزيد بن المهلب واخوته من سجن الحجاج,161.6.0.0.0
14,,ثم دخلت سنة إحدى وتسعين,162.0.0.0.0
14,,(ذكر ما كان فيها من الأحداث),162.1.0.0.0
14,,تتمه خبر قتيبة مع نيزك,162.2.0.0.0
14,,خبر غزو قتيبة شومان وكس ونسف,162.3.0.0.0
14,,ولايه خالد بن عبد الله القسرى على مكة,162.4.0.0.0
14,,ثم دخلت سنة اثنتين وتسعين,163.0.0.0.0
14,,(ذكر الأحداث التي كانت فيها),163.1.0.0.0
14,,فتح الاندلس,163.2.0.0.0
14,,ثم دخلت سنة ثلاث وتسعين,164.0.0.0.0
14,,(ذكر ms2945 الأحداث التي كانت فيها),164.1.0.0.0
14,,صلح قتيبة ملك خوارزم شاه وفتح خام جرد,164.2.0.0.0
14,,فتح طليطلة,164.3.0.0.0
14,,خبر عزل عمر بن عبد العزيز عن الحجاز,164.4.0.0.0
14,,ثم دخلت سنة أربع وتسعين,165.0.0.0.0
14,,(ذكر الخبر عما كان فيها من الأحداث),165.1.0.0.0
14,,غزو الشاش وفرغانه,165.2.0.0.0
14,,ولايه عثمان بن حيان المري على المدينة,165.3.0.0.0
14,,ذكر الخبر عن مقتل سعيد بن جبير,165.4.0.0.0
14,,ثم دخلت سنة خمس وتسعين,166.0.0.0.0
14,,(ذكر الأحداث التي كانت فيها),166.1.0.0.0
14,,بقية الخبر عن غزو الشاش,166.2.0.0.0
14,,ثم دخلت سنة ست وتسعين,167.0.0.0.0
14,,(ذكر الأحداث التي كانت فيها),167.1.0.0.0
14,,ذكر الخبر عن موت الوليد بن عبد الملك,167.2.0.0.0
14,,فتح قتيبة كاشغر وغزو الصين,167.3.0.0.0
14,,خلافة سليمان بن عبد الملك,167.4.0.0.0
14,,خبر مقتل قتيبة بن مسلم,167.5.0.0.0
14,,ثم دخلت سنة سبع وتسعين,168.0.0.0.0
14,,(ذكر الخبر عما كان في هذه السنة من الأحداث),168.1.0.0.0
14,,ولايه يزيد بن المهلب على خراسان,168.2.0.0.0
14,,ثم دخلت سنة ثمان وتسعين,169.0.0.0.0
14,,(ذكر الخبر عما كان فيها من الأحداث),169.1.0.0.0
14,,خبر محاصره مسلمه بن عبد الملك القسطنطينية,169.2.0.0.0
14,,مبايعه سليمان لابنه أيوب وليا للعهد,169.3.0.0.0
14,,غزو جرجان وطبرستان,169.4.0.0.0
14,,فتح جرجان,169.5.0.0.0
14,,ثم دخلت سنة تسع وتسعين,170.0.0.0.0
14,,(ذكر الخبر عما كان فيها من الأحداث),170.1.0.0.0
14,,وفاه سليمان بن عبد الملك,170.2.0.0.0
14,,ذكر الخبر عن بعض سيره:,170.3.0.0.0
14,,خلافة عمر بن عبد العزيز,170.4.0.0.0
14,,ثم دخلت سنة مائة,171.0.0.0.0
14,,(ذكر الخبر عن الأحداث التي كانت ms3013 فيها),171.1.0.0.0
14,,خبر خروج شوذب الخارجي,171.2.0.0.0
14,,خبر القبض على يزيد بن المهلب,171.3.0.0.0
14,,عزل الجراح بن عبد الله عن خراسان,171.4.0.0.0
14,,ذكر الخبر عن سبب تولية عمر بن عبد العزيز عبد الرحمن بن نعيم وعبد الرحمن بن عبد الله القشيري خراسان,171.5.0.0.0
14,,أول الدعوة,171.6.0.0.0
15,سنة 101 - سنة 125 من الهجرة,ثم دخلت سنة إحدى ومائة,172.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),172.1.0.0.0
15,,خبر هرب يزيد بن المهلب من سجنه,172.2.0.0.0
15,,خبر وفاه عمر بن عبد العزيز,172.3.0.0.0
15,,ذكر بعض سيره,172.4.0.0.0
15,,زياده في سيره عمر بن عبد العزيز ليست من كتاب أبي جعفر إلى أول خلافة يزيد بن عبد الملك بن مروان,172.5.0.0.0
15,,خلافة يزيد بن عبد الملك بن مروان,172.6.0.0.0
15,,مقتل شوذب الخارجي,172.7.0.0.0
15,,خبر خلع يزيد بن المهلب يزيد بن عبد الملك,172.8.0.0.0
15,,ذكر الخبر عن سبب خلعه يزيد بن عبد الملك وما كان من أمره وأمر يزيد في هذه السنة:,172.9.0.0.0
15,,ثم دخلت سنة اثنتين ومائة,173.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),173.1.0.0.0
15,,ذكر الخبر عن مقتل يزيد بن المهلب,173.2.0.0.0
15,,ولايه مسلمه بن عبد الملك على العراق وخراسان,173.3.0.0.0
15,,ذكر استعمال مسلمه سعيد خذينه على خراسان,173.4.0.0.0
15,,ذكر الخبر عن غزو سعيد خذينه السغد,173.5.0.0.0
15,,عزل مسلمه عن العراق وخراسان,173.6.0.0.0
15,,بدء ظهور الدعوة,173.7.0.0.0
15,,[ذكر خبر قتل يزيد بن ابى مسلم بإفريقية],173.8.0.0.0
15,,[أخبار متفرقة],173.9.0.0.0
15,,ثم دخلت سنة ثلاث ومائة,174.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),174.1.0.0.0
15,,عزل سعيد خذينه عن خراسان,174.2.0.0.0
15,,استعمال ابن هبيرة سعيدا الحرشي على خراسان,174.3.0.0.0
15,,ارتحال اهل السغد عن بلادهم الى فرغانه,174.4.0.0.0
15,,ثم دخلت سنة أربع ومائة,175.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),175.1.0.0.0
15,,ذكر الوقعه بين الحرشي والسغد,175.2.0.0.0
15,,ذكر الخبر عن سبب عزل يزيد بن عبد الملك عبد الرحمن ابن الضحاك عن المدينة وما كان ولاه من الأعمال,175.3.0.0.0
15,,ذكر الخبر عن سبب عزل عمر بن هبيرة سعيد بن عمرو الحرشي عن خراسان,175.4.0.0.0
15,,ولايه مسلم بن سعيد على خراسان,175.5.0.0.0
15,,ثم دخلت سنة خمس ومائة,176.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),176.1.0.0.0
15,,ذكر موت يزيد بن عبد الملك,176.2.0.0.0
15,,ذكر بعض سيره وأموره,176.3.0.0.0
15,,خلافة هشام بن عبد الملك,176.4.0.0.0
15,,ذكر ولايه خالد القسرى على العراق,176.5.0.0.0
15,,ثم دخلت سنة ست ومائة,177.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),177.1.0.0.0
15,,ذكر الخبر عن الحرب بين اليمانيه والمضرية وربيعه,177.2.0.0.0
15,,خبر غزو مسلم بن سعيد الترك,177.3.0.0.0
15,,حج هشام بن عبد الملك,177.4.0.0.0
15,,ولايه اسد بن عبد الله القسرى على خراسان,177.5.0.0.0
15,,ثم دخلت سنة سبع ومائة,178.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),178.1.0.0.0
15,,غزو الغور,178.2.0.0.0
15,,[أخبار متفرقة],178.3.0.0.0
15,,ثم دخلت سنة ثمان ومائة,179.0.0.0.0
15,,(ذكر ما كان فيها من الأحداث),179.1.0.0.0
15,,غزو الختل,179.2.0.0.0
15,,ثم دخلت سنة تسع ومائة,180.0.0.0.0
15,,(ذكر الأحداث التي كانت فيها),180.1.0.0.0
15,,خبر مقتل عمر بن يزيد الأسيدي,180.2.0.0.0
15,,غزو غورين,180.3.0.0.0
15,,ذكر الخبر عن عزل هشام خالدا وأخاه عن خراسان,180.4.0.0.0
15,,ذكر الخبر عن دعاه بنى العباس,180.5.0.0.0
15,,ولايه اشرس بن عبد الله على خراسان,180.6.0.0.0
15,,[أخبار متفرقة],180.7.0.0.0
15,,ثم دخلت سنة عشر ومائة,181.0.0.0.0
15,,(ذكر ما كان فيها من الأحداث),181.1.0.0.0
15,,ذكر الخبر عما كان من أمر أشرس وأمر أهل سمرقند ومن وليهم في ذلك.,181.2.0.0.0
15,,ذكر وقعه كمرجه,181.3.0.0.0
15,,ذكر رده اهل كردر,181.4.0.0.0
15,,ثم دخلت سنة إحدى عشرة ومائة,182.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),182.1.0.0.0
15,,ذكر السبب الذي من أجله عزل هشام اشرس عن خراسان واستعماله الجنيد,182.2.0.0.0
15,,ثم دخلت سنة اثنتي عشرة ومائة,183.0.0.0.0
15,,(ذكر ما كان فيها من الأحداث),183.1.0.0.0
15,,ذكر خبر قتل الجراح الحكمي,183.2.0.0.0
15,,ذكر وقعه الجنيد مع الترك,183.3.0.0.0
15,,ذكر الخبر عن هذه الوقعة وما كان سببها وكيف كانت:,183.4.0.0.0
15,,ذكر الخبر عن مقتل سوره بن الحر,183.5.0.0.0
15,,[أخبار متفرقة],183.6.0.0.0
15,,ثم دخلت سنة ثلاث عشرة ومائة,184.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),184.1.0.0.0
15,,قتل عبد الوهاب بن بخت,184.2.0.0.0
15,,ثم دخلت سنة أربع عشرة ومائة,185.0.0.0.0
15,,(ذكر الأخبار عن الأحداث التي كانت فيها),185.1.0.0.0
15,,ثم دخلت سنة خمس عشرة ومائة,186.0.0.0.0
15,,(ذكر الأخبار عما كان فيها من الأحداث),186.1.0.0.0
15,,ثم دخلت سنة ست عشرة ومائة,187.0.0.0.0
15,,(ذكر ما كان فيها من الأحداث),187.1.0.0.0
15,,وفاة الجنيد بن عبد الرحمن وولاية عاصم بن عبد الله خراسان,187.2.0.0.0
15,,ذكر خلع الحارث بن سريج,187.3.0.0.0
15,,ثم دخلت سنة سبع عشرة ومائة,188.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),188.1.0.0.0
15,,ذكر الخبر عن سبب عزل هشام عاصما وتوليته خالدا خراسان,188.2.0.0.0
15,,امر اسد بن عبد الله مع دعاه بنى العباس,188.3.0.0.0
15,,ثم دخلت سنه ثمان عشرة ومائة,189.0.0.0.0
15,,(ذكر الخبر عما كان في هذه السنة من الأحداث),189.1.0.0.0
15,,ولايه عمار بن يزيد على شيعه بنى العباس ms3149 بخراسان,189.2.0.0.0
15,,ذكر ما كان من الحارث بن سريج مع اصحابه,189.3.0.0.0
15,,[أخبار متفرقة],189.4.0.0.0
15,,ثم دخلت سنة تسع عشرة ومائة,190.0.0.0.0
15,,ذكر الخبر عما كان فيها من الأحداث,190.1.0.0.0
15,,ذكر غزو الترك ومقتل خاقان,190.2.0.0.0
15,,ذكر الخبر عن مقتل المغيره بن سعيد ونفر معه,190.3.0.0.0
15,,خبر مقتل بهلول بن بشر,190.4.0.0.0
15,,ذكر الخبر عن غزوة أسد الختل هذه الغزوة وسبب قتله بدر طرخان,190.5.0.0.0
15,,ظهور الصحارى بن شبيب الخارجي,190.6.0.0.0
15,,ثم دخلت سنة عشرين ومائة,191.0.0.0.0
15,,خبر وفاه اسد بن عبد الله القسرى,191.1.0.0.0
15,,امر شيعه بنى العباس بخراسان,191.2.0.0.0
15,,ذكر سبب عزل هشام خالدا,191.3.0.0.0
15,,ذكر الخبر عن عمل هشام عزل خالد حين صح عزمه على عزله,191.4.0.0.0
15,,[أخبار متفرقة],191.5.0.0.0
15,,ذكر الخبر عن سبب ولاية نصر بن سيار خراسان,191.6.0.0.0
15,,ثم دخلت سنة إحدى وعشرين ومائة,192.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),192.1.0.0.0
15,,ذكر الخبر عن ظهور زيد بن على,192.2.0.0.0
15,,ذكر الخبر عن غزوه نصر بن سيار ما وراء النهر,192.3.0.0.0
15,,ثم دخلت سنة اثنتين وعشرين ومائة,193.0.0.0.0
15,,(ذكر الخبر عما كان فيها من احداث),193.1.0.0.0
15,,خبر مقتل زيد بن على,193.2.0.0.0
15,,ثم دخلت سنة ثلاث وعشرين ومائة,194.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),194.1.0.0.0
15,,ذكر خبر صلح نصر بن سيار مع السغد,194.2.0.0.0
15,,ثم دخلت سنة أربع وعشرين ومائة,195.0.0.0.0
15,,(ذكر الاخبار عما كان فيها من الاحداث),195.1.0.0.0
15,,ابتداء امر ابى مسلم الخراسانى,195.2.0.0.0
15,,ثم دخلت سنة خمس وعشرين ومائة,196.0.0.0.0
15,,(ذكر الخبر عما كان فيها من الأحداث),196.1.0.0.0
15,,خبر وفاه هشام بن عبد الملك,196.2.0.0.0
15,,ذكر الخبر عن العلة التي كانت بها وفاته,196.3.0.0.0
15,,ذكر بعض سير هشام,196.4.0.0.0
15,,خلافة الوليد بن يزيد بن عبد الملك بن مروان,196.5.0.0.0
15,,(ذكر الخبر عن بعض أسباب ولايته الخلافه),196.6.0.0.0
15,,توليه الوليد نصر بن سيار على خراسان وامره مع يوسف بن عمر,196.7.0.0.0
15,,توليه الوليد بن يزيد خاله يوسف الثقفى على المدينة ومكة,196.8.0.0.0
15,,غزو قبرس,196.9.0.0.0
15,,ذكر الخبر عن مقتل يحيى بن زيد بن على,196.10.0.0.0
16,سنة 126 - سنة 150 من الهجرة,ثم دخلت سنة ست وعشرين ومائة,197.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث الجليلة),197.1.0.0.0
16,,ذكر بقية اخبار يزيد بن الوليد بن عبد الملك,197.2.0.0.0
16,,ذكر الخبر عن سبب قتله إياه وكيف قتل:,197.3.0.0.0
16,,ذكر بعض الخبر عن إفساده بني عميه هشام والوليد:,197.4.0.0.0
16,,خبر قتل خالد بن عبد الله القسرى,197.5.0.0.0
16,,ذكر بيعه يزيد بن الوليد الناقص,197.6.0.0.0
16,,ذكر اضطراب امر بنى مروان,197.7.0.0.0
16,,ذكر خلاف اهل حمص,197.8.0.0.0
16,,ذكر خلاف اهل الأردن وفلسطين,197.9.0.0.0
16,,ذكر امتناع نصر بن سيار على منصور بن جمهور,197.10.0.0.0
16,,ذكر ms3301 مخالفه مروان بن محمد,197.11.0.0.0
16,,ذكر الخبر عن عزل منصور بن جمهور عن العراق,197.12.0.0.0
16,,ذكر وقوع الخلاف بين اليمانيه والنزارية في خراسان,197.13.0.0.0
16,,خبر الحارث بن سريج مع يزيد,197.14.0.0.0
16,,كتاب ابراهيم الامام الى شيعه بنى العباس,197.15.0.0.0
16,,ذكر بيعه ابراهيم بن الوليد بالعهد,197.16.0.0.0
16,,ذكر خلاف مروان بن محمد على يزيد,197.17.0.0.0
