Superheading Number,Superheading title ,Headings under superheading NEW,Heading UI NEW
13,, ذكر خبر بناء عبد الله بن الزبير البيت الحرام,6.29.7.0
13,, خروج بنى تميم بخراسان على عبد الله بن خازم,6.29.8.0
13,, الجزء السادس,7.0.0.0
13,, ثم دخلت سنة ست وستين,7.1.0.0
13,, (ذكر الخبر عن الكائن الذي كان فيها من الأمور الجليلة),7.1.1.0
13,, ذكر الخبر عن امر المختار مع قتله الحسين بالكوفه,7.1.2.0
13,, ذكر الخبر عن البيعه للمختار بالبصرة,7.1.3.0
13,, ذكر الخبر عن بعث المختار جيشه للمكر بابن الزبير,7.1.4.0
13,, ذكر الخبر عن قدوم الخشبيه مكة وموافاتهم الحج,7.1.5.0
13,, ذكر الخبر عن حصار بنى تميم بخراسان,7.1.6.0
13,, شخوص ابراهيم بن الاشتر لحرب عبيد الله بن زياد,7.1.7.0
13,, ذكر امر الكرسي الذى كان المختار يستنصر به!,7.1.8.0
13,, ثم دخلت سنة سبع وستين,7.2.0.0
13,, (ذكر الخبر عما كان فيها من الأحداث),7.2.1.0
13,, ذكر الخبر عن عزل القباع عن البصره,7.2.2.0
13,, ذكر خبر قتل مصعب المختار بن ابى عبيد,7.2.3.0
13,, خبر عزل عبد الله بن الزبير أخاه المصعب,7.2.4.0
13,, ثم دخلت سنة ثمان وستين.,7.3.0.0
13,, (ذكر الخبر عما كان فيها من الأمور الجليلة),7.3.1.0
13,, ذكر الخبر عن رجوع الازارقه من فارس الى العراق,7.3.2.0
13,, ذكر الخبر عن مقتل عبد الله بن الحر,7.3.3.0
13,, ثم دخلت سنه تسع وستين,7.4.0.0
13,, ذكر خبر قتل عبد الملك سعيد بن عمرو,7.4.1.0
13,, ثم دخلت سنه سبعين,7.5.0.0
13,, (ذكر ما كان فيها من الأحداث),7.5.1.0
13,, ثم دخلت سنه إحدى وسبعين,7.6.0.0
13,, ذكر ما كان فيها من الأحداث,7.6.1.0
13,, ذكر الخبر عن دخول عبد الملك بن مروان الكوفه,7.6.2.0
13,, ذكر خبر ولايه خالد بن عبد الله على البصره,7.6.3.0
13,, خطبه عبد الله بن الزبير بعد مقتل مصعب,7.6.4.0
13,, ثم دخلت سنة اثنتين وسبعين,7.7.0.0
13,, (ذكر الخبر عما كان فيها من الأحداث الجليلة),7.7.1.0
13,, خروج ابى فديك الخارجي وغلبته على البحرين,7.7.2.0
13,, خبر توجيه عبد الملك الحجاج لقتال ابن الزبير,7.7.3.0
13,, امر عبد الله بن خازم السلمى مع عبد الملك,7.7.4.0
13,, فصل نذكر فيه الكتاب من بدء أمر الإسلام,7.7.5.0
13,, أسماء من كتب للنبي ص,7.7.6.0
13,, أسماء من كان يكتب للخلفاء والولاه,7.7.7.0
13,, ثم دخلت سنة ثلاث وسبعين,7.8.0.0
13,, ذكر الكائن الذي كان فيها من الأمور الجليلة,7.8.1.0
13,, [أخبار متفرقة],7.8.2.0
13,, ثم دخلت سنة أربع وسبعين,7.9.0.0
13,, (ذكر ما كان فيها من الأحداث الجليلة),7.9.1.0
13,, ذكر الخبر عن حرب المهلب للازارقه,7.9.2.0
13,, عزل بكير بن وشاح عن خراسان وولايه اميه بن عبد الله عليها,7.9.3.0
13,, [أخبار متفرقة],7.9.4.0
13,, ثم دخلت سنة خمس وسبعين,7.10.0.0
13,, (ذكر الخبر عما كان فيها من الأحداث),7.10.1.0
13,, ولايه الحجاج على الكوفه وخطبته في أهلها,7.10.2.0
13,, ذكر الخبر عن ثوره الناس بالحجاج بالبصرة,7.10.3.0
13,, نفى المهلب وابن مخنف الأزارقة عن رامهرمز,7.10.4.0
14,سنة 76 - سنة 100 من الهجرة, ذكر الخبر عن تحرك صالح للخروج وما كان منه في هذه السنة,7.10.5.0
14,, ثم دخلت سنة ست وسبعين,7.11.0.0
14,, (ذكر الكائن من الأحداث فيها),7.11.1.0
14,, ذكر الخبر عن خروج صالح بن مسرح وعن سبب خروجه,7.11.2.0
14,, خبر دخول شبيب الكوفه وما كان من امره مع الحجاج,7.11.3.0
14,, [نقش الدنانير والدراهم بأمر عبد الملك بن مروان],7.11.4.0
14,, [أخبار متفرقة],7.11.5.0
14,, ثم دخلت سنه سبع وسبعين,7.12.0.0
14,, محاربه شبيب عتاب بن ورقاء وزهره بن حوية وقتلهما,7.12.1.0
14,, ذكر الخبر عن دخول شبيب الكوفه مره ثانيه,7.12.2.0
14,, ذكر الخبر عن مهلك شبيب,7.12.3.0
14,, خروج مطرف بن المغيره على الحجاج وعبد الملك,7.12.4.0
14,, ذكر الخبر عن وقوع الخلاف بين الازارقه,7.12.5.0
14,, ذكر الخبر عن هلاك قطري واصحابه,7.12.6.0
14,, ذكر الخبر عن مقتل أمية بن عبد الله بن خالد بن أسيد,7.12.7.0
14,, [أخبار متفرقة],7.12.8.0
14,, ثم دخلت سنة ثمان وسبعين,7.13.0.0
14,, ذكر الخبر عن الكائن في هذه السنة من الأحداث الجليلة,7.13.1.0
14,, ذكر الخبر عن العمال الذين ولاهم الحجاج خراسان وسجستان وذكر السبب في توليته من ولاه ذلك وشيئا منه,7.13.2.0
14,, ثم دخلت سنة تسع وسبعين,7.14.0.0
14,, (ذكر ما كان فيها من الأحداث الجليلة),7.14.1.0
14,, ذكر الخبر عن غزو عبيد الله بن ابى بكره رتبيل,7.14.2.0
14,, ثم دخلت سنة ثمانين,7.15.0.0
14,, (ذكر الأحداث الجليلة التي كانت في هذه السنة),7.15.1.0
14,, ذكر خبر غزو المهلب ما وراء النهر,7.15.2.0
14,, تسيير الجنود الى مع ابن الاشعث لحرب رتبيل,7.15.3.0
14,, [أخبار متفرقة],7.15.4.0
14,, ثم دخلت سنة إحدى وثمانين,7.16.0.0
14,, (ذكر ما كان فيها من الأحداث),7.16.1.0
14,, ذكر الخبر عن مقتل بحير بن ورقاء بخراسان,7.16.2.0
14,, ذكر الخبر عن خلاف ابن الاشعث على الحجاج,7.16.3.0
14,, ثم دخلت سنة اثنتين وثمانين,7.17.0.0
14,, (ذكر الخبر عن الكائن من الاحداث فيها),7.17.1.0
14,, خبر الحرب بين الحجاج وابن الاشعث بالزاوية,7.17.2.0
14,, وقعة دير الجماجم بين الحجاج وابن الأشعث,7.17.3.0
14,, ذكر الخبر عن وفاه المغيره بن المهلب,7.17.4.0
14,, ذكر الخبر عن سبب انصراف المهلب عن كس,7.17.5.0
14,, خبر وفاه المهلب بن ابى صفره,7.17.6.0
14,, [أخبار متفرقة],7.17.7.0
14,, ثم دخلت سنة ثلاث وثمانين,7.18.0.0
14,, (ذكر الأحداث التي كانت فيها),7.18.1.0
14,, خبر هزيمه ابن الاشعث بدير الجماجم,7.18.2.0
14,, هزيمه ابن الاشعث واصحابه في وقعه مسكن,7.18.3.0
14,, ذكر خبر بناء مدينه واسط,7.18.4.0
14,, [أخبار متفرقة],7.18.5.0
14,, ثم دخلت سنة أربع وثمانين,7.19.0.0
14,, (ذكر ms2880 ما كان فيها من الأحداث),7.19.1.0
14,, خبر قتل الحجاج أيوب بن القرية,7.19.2.0
14,, فتح يزيد بن المهلب قلعة نيزك بباذغيس,7.19.3.0
14,, [أخبار متفرقة],7.19.4.0
14,, ثم دخلت سنة خمس وثمانين,7.20.0.0
14,, (ذكر ما كان فيها من الاحداث),7.20.1.0
14,, خبر هلاك عبد الرحمن بن محمد بن الأشعث,7.20.2.0
14,, عزل يزيد بن المهلب عن خراسان,7.20.3.0
14,, غزو المفضل باذغيس واخرون,7.20.4.0
14,, خبر مقتل موسى بن عبد الله بن خازم بالترمذ,7.20.5.0
14,, عزم عبد الملك بن مروان على خلع أخيه عبد العزيز,7.20.6.0
14,, خبر موت عبد العزيز بن مروان,7.20.7.0
14,, بيعه عبد الملك لابنيه: الوليد ثم سليمان,7.20.8.0
14,, أخبار متفرقة,7.20.9.0
14,, ثم دخلت سنة ست وثمانين,7.21.0.0
14,, (ذكر الخبر عما كان فيها من الأحداث),7.21.1.0
14,, خبر وفاه عبد الملك بن مروان,7.21.2.0
14,, ذكر الخبر عن مبلغ سنه يوم توفي,7.21.3.0
14,, ذكر نسبه وكنيته,7.21.4.0
14,, ذكر أولاده وأزواجه,7.21.5.0
14,, خلافة الوليد ms2910 بن عبد الملك,7.21.6.0
14,, ولايه قتيبة بن مسلم على خراسان من قبل الحجاج,7.21.7.0
14,, ذكر ما كان من أمر قتيبة بخراسان في هذه السنة,7.21.8.0
14,, [أخبار متفرقة],7.21.9.0
14,, ثم دخلت سنة سبع وثمانين,7.22.0.0
14,, (ذكر الخبر عما كان فيها من الأحداث),7.22.1.0
14,, خبر اماره عمر بن عبد العزيز على المدينة,7.22.2.0
14,, خبر صلح قتيبة ونيزك,7.22.3.0
14,, خبر غزو مسلمه بن عبد الملك ارض الروم,7.22.4.0
14,, خبر غزو قتيبة بيكند,7.22.5.0
14,, ثم دخلت سنة ثمان وثمانين,7.23.0.0
14,, (ذكر ما كان فيها من الاحداث),7.23.1.0
14,, خبر فتح حصن طوانه من بلاد الروم,7.23.2.0
14,, ذكر عماره مسجد النبي ص,7.23.3.0
14,, ذكر غزو قتيبة نومشكث وراميثنه,7.23.4.0
14,, ذكر ما عمل الوليد من المعروف,7.23.5.0
14,, ثم دخلت سنة تسع وثمانين,7.24.0.0
14,, (ذكر الخبر عن الأحداث التي كانت فيها),7.24.1.0
14,, خبر غزو مسلمه ارض الروم,7.24.2.0
14,, خبر غزو قتيبة بخارى,7.24.3.0
14,, خبر ولايه خالد القسرى على مكة,7.24.4.0
14,, ثم دخلت سنة تسعين,7.25.0.0
14,, ففي هذه السنة غزا مسلمة أرض,7.25.1.0
14,, خبر فتح بخارى,7.25.2.0
14,, خبر صلح قتيبة مع السغد,7.25.3.0
14,, غدر نيزك,7.25.4.0
14,, خبر فتح الطالقان,7.25.5.0
14,, هرب يزيد بن المهلب واخوته من سجن الحجاج,7.25.6.0
14,, ثم دخلت سنة إحدى وتسعين,7.26.0.0
14,, (ذكر ما كان فيها من الأحداث),7.26.1.0
14,, تتمه خبر قتيبة مع نيزك,7.26.2.0
14,, خبر غزو قتيبة شومان وكس ونسف,7.26.3.0
14,, ولايه خالد بن عبد الله القسرى على مكة,7.26.4.0
14,, ثم دخلت سنة اثنتين وتسعين,7.27.0.0
14,, (ذكر الأحداث التي كانت فيها),7.27.1.0
14,, فتح الاندلس,7.27.2.0
14,, ثم دخلت سنة ثلاث وتسعين,7.28.0.0
14,, (ذكر ms2945 الأحداث التي كانت فيها),7.28.1.0
14,, صلح قتيبة ملك خوارزم شاه وفتح خام جرد,7.28.2.0
14,, فتح طليطلة,7.28.3.0
14,, خبر عزل عمر بن عبد العزيز عن الحجاز,7.28.4.0
14,, ثم دخلت سنة أربع وتسعين,7.29.0.0
14,, (ذكر الخبر عما كان فيها من الأحداث),7.29.1.0
14,, غزو الشاش وفرغانه,7.29.2.0
14,, ولايه عثمان بن حيان المري على المدينة,7.29.3.0
14,, ذكر الخبر عن مقتل سعيد بن جبير,7.29.4.0
14,, ثم دخلت سنة خمس وتسعين,7.30.0.0
14,, (ذكر الأحداث التي كانت فيها),7.30.1.0
14,, بقية الخبر عن غزو الشاش,7.30.2.0
14,, ثم دخلت سنة ست وتسعين,7.31.0.0
14,, (ذكر الأحداث التي كانت فيها),7.31.1.0
14,, ذكر الخبر عن موت الوليد بن عبد الملك,7.31.2.0
14,, فتح قتيبة كاشغر وغزو الصين,7.31.3.0
14,, خلافة سليمان بن عبد الملك,7.31.4.0
14,, خبر مقتل قتيبة بن مسلم,7.31.5.0
14,, ثم دخلت سنة سبع وتسعين,7.32.0.0
14,, (ذكر الخبر عما كان في هذه السنة من الأحداث),7.32.1.0
14,, ولايه يزيد بن المهلب على خراسان,7.32.2.0
14,, ثم دخلت سنة ثمان وتسعين,7.33.0.0
14,, (ذكر الخبر عما كان فيها من الأحداث),7.33.1.0
14,, خبر محاصره مسلمه بن عبد الملك القسطنطينية,7.33.2.0
14,, مبايعه سليمان لابنه أيوب وليا للعهد,7.33.3.0
14,, غزو جرجان وطبرستان,7.33.4.0
14,, فتح جرجان,7.33.5.0
14,, ثم دخلت سنة تسع وتسعين,7.34.0.0
14,, (ذكر الخبر عما كان فيها من الأحداث),7.34.1.0
14,, وفاه سليمان بن عبد الملك,7.34.2.0
14,, ذكر الخبر عن بعض سيره:,7.34.3.0
14,, خلافة عمر بن عبد العزيز,7.34.4.0
14,, ثم دخلت سنة مائة,7.35.0.0
14,, (ذكر الخبر عن الأحداث التي كانت ms3013 فيها),7.35.1.0
14,, خبر خروج شوذب الخارجي,7.35.2.0
14,, خبر القبض على يزيد بن المهلب,7.35.3.0
15,سنة 101 - سنة 125 من الهجرة, عزل الجراح بن عبد الله عن خراسان,7.35.4.0
15,, ذكر الخبر عن سبب تولية عمر بن عبد العزيز عبد الرحمن بن نعيم وعبد الرحمن بن عبد الله القشيري خراسان,7.35.5.0
15,, أول الدعوة,7.35.6.0
15,, ثم دخلت سنة إحدى ومائة,7.36.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),7.36.1.0
15,, خبر هرب يزيد بن المهلب من سجنه,7.36.2.0
15,, خبر وفاه عمر بن عبد العزيز,7.36.3.0
15,, ذكر بعض سيره,7.36.4.0
15,, زياده في سيره عمر بن عبد العزيز ليست من كتاب أبي جعفر إلى أول خلافة يزيد بن عبد الملك بن مروان,7.36.5.0
15,, خلافة يزيد بن عبد الملك بن مروان,7.36.6.0
15,, مقتل شوذب الخارجي,7.36.7.0
15,, خبر خلع يزيد بن المهلب يزيد بن عبد الملك,7.36.8.0
15,, ذكر الخبر عن سبب خلعه يزيد بن عبد الملك وما كان من أمره وأمر يزيد في هذه السنة:,7.36.9.0
15,, ثم دخلت سنة اثنتين ومائة,7.37.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),7.37.1.0
15,, ذكر الخبر عن مقتل يزيد بن المهلب,7.37.2.0
15,, ولايه مسلمه بن عبد الملك على العراق وخراسان,7.37.3.0
15,, ذكر استعمال مسلمه سعيد خذينه على خراسان,7.37.4.0
15,, ذكر الخبر عن غزو سعيد خذينه السغد,7.37.5.0
15,, عزل مسلمه عن العراق وخراسان,7.37.6.0
15,, بدء ظهور الدعوة,7.37.7.0
15,, [ذكر خبر قتل يزيد بن ابى مسلم بإفريقية],7.37.8.0
15,, [أخبار متفرقة],7.37.9.0
15,, ثم دخلت سنة ثلاث ومائة,7.38.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),7.38.1.0
15,, عزل سعيد خذينه عن خراسان,7.38.2.0
15,, استعمال ابن هبيرة سعيدا الحرشي على خراسان,7.38.3.0
15,, ارتحال اهل السغد عن بلادهم الى فرغانه,7.38.4.0
15,, الجزء السابع,8.0.0.0
15,, ثم دخلت سنة أربع ومائة,8.1.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.1.1.0
15,, ذكر الوقعه بين الحرشي والسغد,8.1.2.0
15,, ذكر الخبر عن سبب عزل يزيد بن عبد الملك عبد الرحمن ابن الضحاك عن المدينة وما كان ولاه من الأعمال,8.1.3.0
15,, ذكر الخبر عن سبب عزل عمر بن هبيرة سعيد بن عمرو الحرشي عن خراسان,8.1.4.0
15,, ولايه مسلم بن سعيد على خراسان,8.1.5.0
15,, ثم دخلت سنة خمس ومائة,8.2.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.2.1.0
15,, ذكر موت يزيد بن عبد الملك,8.2.2.0
15,, ذكر بعض سيره وأموره,8.2.3.0
15,, خلافة هشام بن عبد الملك,8.2.4.0
15,, ذكر ولايه خالد القسرى على العراق,8.2.5.0
15,, ثم دخلت سنة ست ومائة,8.3.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.3.1.0
15,, ذكر الخبر عن الحرب بين اليمانيه والمضرية وربيعه,8.3.2.0
15,, خبر غزو مسلم بن سعيد الترك,8.3.3.0
15,, حج هشام بن عبد الملك,8.3.4.0
15,, ولايه اسد بن عبد الله القسرى على خراسان,8.3.5.0
15,, ثم دخلت سنة سبع ومائة,8.4.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.4.1.0
15,, غزو الغور,8.4.2.0
15,, [أخبار متفرقة],8.4.3.0
15,, ثم دخلت سنة ثمان ومائة,8.5.0.0
15,, (ذكر ما كان فيها من الأحداث),8.5.1.0
15,, غزو الختل,8.5.2.0
15,, ثم دخلت سنة تسع ومائة,8.6.0.0
15,, (ذكر الأحداث التي كانت فيها),8.6.1.0
15,, خبر مقتل عمر بن يزيد الأسيدي,8.6.2.0
15,, غزو غورين,8.6.3.0
15,, ذكر الخبر عن عزل هشام خالدا وأخاه عن خراسان,8.6.4.0
15,, ذكر الخبر عن دعاه بنى العباس,8.6.5.0
15,, ولايه اشرس بن عبد الله على خراسان,8.6.6.0
15,, [أخبار متفرقة],8.6.7.0
15,, ثم دخلت سنة عشر ومائة,8.7.0.0
15,, (ذكر ما كان فيها من الأحداث),8.7.1.0
15,, ذكر الخبر عما كان من أمر أشرس وأمر أهل سمرقند ومن وليهم في ذلك.,8.7.2.0
15,, ذكر وقعه كمرجه,8.7.3.0
15,, ذكر رده اهل كردر,8.7.4.0
15,, ثم دخلت سنة إحدى عشرة ومائة,8.8.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.8.1.0
15,, ذكر السبب الذي من أجله عزل هشام اشرس عن خراسان واستعماله الجنيد,8.8.2.0
15,, ثم دخلت سنة اثنتي عشرة ومائة,8.9.0.0
15,, (ذكر ما كان فيها من الأحداث),8.9.1.0
15,, ذكر خبر قتل الجراح الحكمي,8.9.2.0
15,, ذكر وقعه الجنيد مع الترك,8.9.3.0
15,, ذكر الخبر عن هذه الوقعة وما كان سببها وكيف كانت:,8.9.4.0
15,, ذكر الخبر عن مقتل سوره بن الحر,8.9.5.0
15,, [أخبار متفرقة],8.9.6.0
15,, ثم دخلت سنة ثلاث عشرة ومائة,8.10.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.10.1.0
15,, قتل عبد الوهاب بن بخت,8.10.2.0
15,, ثم دخلت سنة أربع عشرة ومائة,8.11.0.0
15,, (ذكر الأخبار عن الأحداث التي كانت فيها),8.11.1.0
15,, ثم دخلت سنة خمس عشرة ومائة,8.12.0.0
15,, (ذكر الأخبار عما كان فيها من الأحداث),8.12.1.0
15,, ثم دخلت سنة ست عشرة ومائة,8.13.0.0
15,, (ذكر ما كان فيها من الأحداث),8.13.1.0
15,, وفاة الجنيد بن عبد الرحمن وولاية عاصم بن عبد الله خراسان,8.13.2.0
15,, ذكر خلع الحارث بن سريج,8.13.3.0
15,, ثم دخلت سنة سبع عشرة ومائة,8.14.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.14.1.0
15,, ذكر الخبر عن سبب عزل هشام عاصما وتوليته خالدا خراسان,8.14.2.0
15,, امر اسد بن عبد الله مع دعاه بنى العباس,8.14.3.0
15,, ثم دخلت سنه ثمان عشرة ومائة,8.15.0.0
15,, (ذكر الخبر عما كان في هذه السنة من الأحداث),8.15.1.0
15,, ولايه عمار بن يزيد على شيعه بنى العباس ms3149 بخراسان,8.15.2.0
15,, ذكر ما كان من الحارث بن سريج مع اصحابه,8.15.3.0
15,, [أخبار متفرقة],8.15.4.0
15,, ثم دخلت سنة تسع عشرة ومائة,8.16.0.0
15,, ذكر الخبر عما كان فيها من الأحداث,8.16.1.0
15,, ذكر غزو الترك ومقتل خاقان,8.16.2.0
15,, ذكر الخبر عن مقتل المغيره بن سعيد ونفر معه,8.16.3.0
15,, خبر مقتل بهلول بن بشر,8.16.4.0
15,, ذكر الخبر عن غزوة أسد الختل هذه الغزوة وسبب قتله بدر طرخان,8.16.5.0
15,, ظهور الصحارى بن شبيب الخارجي,8.16.6.0
15,, ثم دخلت سنة عشرين ومائة,8.17.0.0
15,, خبر وفاه اسد بن عبد الله القسرى,8.17.1.0
15,, امر شيعه بنى العباس بخراسان,8.17.2.0
15,, ذكر سبب عزل هشام خالدا,8.17.3.0
15,, ذكر الخبر عن عمل هشام عزل خالد حين صح عزمه على عزله,8.17.4.0
15,, [أخبار متفرقة],8.17.5.0
15,, ذكر الخبر عن سبب ولاية نصر بن سيار خراسان,8.17.6.0
15,, ثم دخلت سنة إحدى وعشرين ومائة,8.18.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.18.1.0
15,, ذكر الخبر عن ظهور زيد بن على,8.18.2.0
15,, ذكر الخبر عن غزوه نصر بن سيار ما وراء النهر,8.18.3.0
15,, ثم دخلت سنة اثنتين وعشرين ومائة,8.19.0.0
15,, (ذكر الخبر عما كان فيها من احداث),8.19.1.0
15,, خبر مقتل زيد بن على,8.19.2.0
15,, ثم دخلت سنة ثلاث وعشرين ومائة,8.20.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.20.1.0
15,, ذكر خبر صلح نصر بن سيار مع السغد,8.20.2.0
15,, ثم دخلت سنة أربع وعشرين ومائة,8.21.0.0
15,, (ذكر الاخبار عما كان فيها من الاحداث),8.21.1.0
15,, ابتداء امر ابى مسلم الخراسانى,8.21.2.0
15,, ثم دخلت سنة خمس وعشرين ومائة,8.22.0.0
15,, (ذكر الخبر عما كان فيها من الأحداث),8.22.1.0
15,, خبر وفاه هشام بن عبد الملك,8.22.2.0
15,, ذكر الخبر عن العلة التي كانت بها وفاته,8.22.3.0
15,, ذكر بعض سير هشام,8.22.4.0
15,, خلافة الوليد بن يزيد بن عبد الملك بن مروان,8.22.5.0
15,, (ذكر الخبر عن بعض أسباب ولايته الخلافه),8.22.6.0
15,, توليه الوليد نصر بن سيار على خراسان وامره مع يوسف بن عمر,8.22.7.0
16,سنة 126 - سنة 150 من الهجرة, توليه الوليد بن يزيد خاله يوسف الثقفى على المدينة ومكة,8.22.8.0
16,, غزو قبرس,8.22.9.0
16,, ذكر الخبر عن مقتل يحيى بن زيد بن على,8.22.10.0
16,, ثم دخلت سنة ست وعشرين ومائة,8.23.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث الجليلة),8.23.1.0
16,, ذكر بقية اخبار يزيد بن الوليد بن عبد الملك,8.23.2.0
16,, ذكر الخبر عن سبب قتله إياه وكيف قتل:,8.23.3.0
16,, ذكر بعض الخبر عن إفساده بني عميه هشام والوليد:,8.23.4.0
16,, خبر قتل خالد بن عبد الله القسرى,8.23.5.0
16,, ذكر بيعه يزيد بن الوليد الناقص,8.23.6.0
16,, ذكر اضطراب امر بنى مروان,8.23.7.0
16,, ذكر خلاف اهل حمص,8.23.8.0
16,, ذكر خلاف اهل الأردن وفلسطين,8.23.9.0
16,, ذكر امتناع نصر بن سيار على منصور بن جمهور,8.23.10.0
16,, ذكر ms3301 مخالفه مروان بن محمد,8.23.11.0
16,, ذكر الخبر عن عزل منصور بن جمهور عن العراق,8.23.12.0
16,, ذكر وقوع الخلاف بين اليمانيه والنزارية في خراسان,8.23.13.0
16,, خبر الحارث بن سريج مع يزيد,8.23.14.0
16,, كتاب ابراهيم الامام الى شيعه بنى العباس,8.23.15.0
16,, ذكر بيعه ابراهيم بن الوليد بالعهد,8.23.16.0
16,, ذكر خلاف مروان بن محمد على يزيد,8.23.17.0
16,, ذكر خبر وفاه يزيد بن الوليد,8.23.18.0
16,, خلافة أبي إسحاق إبراهيم بن الوليد,8.23.19.0
16,, سنة سبع وعشرين ومائة,8.24.0.0
16,, (ذكر ما كان فيها من الأحداث),8.24.1.0
16,, ذكر مسير مروان الى الشام وخلع ابراهيم بن الوليد,8.24.2.0
16,, ذكر ظهور عبد الله بن معاوية بن عبد الله بن جعفر,8.24.3.0
16,, ذكر خبر رجوع الحارث بن سريج الى مرو,8.24.4.0
16,, خلافه مروان بن محمد,8.24.5.0
16,, ذكر الخبر عن انتقاض اهل حمص على مروان,8.24.6.0
16,," ذكر الأخبار عن خروج الضحاك محكما ودخوله الكوفة، ومن أين كان إقباله إليها",8.24.7.0
16,, خبر خروج سليمان بن هشام على مروان بن محمد,8.24.8.0
16,, ثم دخلت سنه ثمان وعشرين ومائه,8.25.0.0
16,, (ذكر خبر قتل الحارث بن سريج بخراسان),8.25.1.0
16,, ذكر الخبر عن مقتل الضحاك الخارجي,8.25.2.0
16,, ذكر الخبر عن مقتل الخيبرى وولايه شيبان,8.25.3.0
16,, خبر ابى حمزه الخارجي مع عبد الله بن يحيى,8.25.4.0
16,, ثم دخلت سنة تسع وعشرين ومائة,8.26.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.26.1.0
16,, خبر هلاك شيبان بن عبد العزيز الحروري,8.26.2.0
16,, ذكر اظهار الدعوة العباسية بخراسان,8.26.3.0
16,, ذكر تعاقد اهل خراسان على قتال ابى مسلم,8.26.4.0
16,, ذكر خبر مقتل الكرماني,8.26.5.0
16,, غلبه عبد الله بن معاويه على فارس,8.26.6.0
16,, مجيء ابى حمزه الخارجي الموسم,8.26.7.0
16,, ثم دخلت سنه ثلاثين ومائه,8.27.0.0
16,, (ذكر خبر الاحداث التي كانت فيها),8.27.1.0
16,, ذكر دخول ابى مسلم مرو والبيعه بها,8.27.2.0
16,, خبر مقتل شبيب بن سلمه الخارجي,8.27.3.0
16,, ذكر خبر قتل على وعثمان ابنى جديع,8.27.4.0
16,, قدوم قحطبه بن شبيب على ابى مسلم,8.27.5.0
16,, ذكر خبر قتل نباته بن حنظله,8.27.6.0
16,, ذكر وقعه ابى حمزه الخارجي بقديد,8.27.7.0
16,, ذكر خبر دخول ابى حمزه المدينة,8.27.8.0
16,, ثم دخلت سنة إحدى وثلاثين ومائة,8.28.0.0
16,, (ذكر ما كان فيها من الأحداث),8.28.1.0
16,, ذكر خبر موت نصر بن سيار,8.28.2.0
16,, امر ابى مسلم مع قحطبه عند نزوله الري,8.28.3.0
16,, ذكر الخبر عما كان من أمر أبي مسلم هنالك ومن قحطبة بعد نزوله الري.,8.28.4.0
16,, ذكر خبر قتل عامر بن ضباره ودخول قحطبه أصبهان,8.28.5.0
16,, ذكر خبر محاربه قحطبه اهل نهاوند ودخولها,8.28.6.0
16,, ذكر وقعه شهرزور وفتحها,8.28.7.0
16,, ذكر خبر مسير قحطبه الى ابن هبيرة بالعراق,8.28.8.0
16,, ثم دخلت سنة اثنتين وثلاثين ومائة,8.29.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.29.1.0
16,, ذكر الخبر عن هلاك قحطبه بن شبيب,8.29.2.0
16,, ذكر خبر خروج محمد بن خالد بالكوفه مسودا,8.29.3.0
16,, خلافة أبي العباس عبد الله بن محمد بن على ابن عبد الله بن عباس,8.29.4.0
16,, (ذكر الخبر عن سبب خلافته),8.29.5.0
16,, ذكر بقية الخبر عما كان من الأحداث في سنة اثنتين وثلاثين ومائة,8.29.6.0
16,, ذكر هزيمه مروان بن محمد بموقعه الزاب,8.29.7.0
16,, ذكر خبر قتل ابراهيم بن محمد بن على الامام,8.29.8.0
16,, ذكر الخبر عن قتل مروان بن محمد,8.29.9.0
16,, ذكر الخبر عن تبيض أبي الورد وما آل إليه أمره وأمر من بيض معه,8.29.10.0
16,, ذكر خبر خلع حبيب بن مره المري,8.29.11.0
16,, ذكر خبر تبييض اهل الجزيرة وخلعهم أبا العباس,8.29.12.0
16,, ذكر خبر شخوص ابى ms3457 جعفر الى خراسان,8.29.13.0
16,, ذكر الخبر عن حرب يزيد بن عمر بن هبيرة بواسط,8.29.14.0
16,, ثم دخلت سنة ثلاث وثلاثين ومائة,8.30.0.0
16,, . (ذكر ما كان في هذه السنة من الأحداث),8.30.1.0
16,, ثم دخلت سنة أربع وثلاثين ومائة,8.31.0.0
16,, (ذكر ما كان فيها من الأحداث),8.31.1.0
16,, ذكر خبر خلع بسام بن ابراهيم,8.31.2.0
16,, امر الخوارج مع خازم بن خزيمة وقتل شيبان بن عبد العزيز,8.31.3.0
16,, ذكر غزوه كس,8.31.4.0
