heading_text,ID_novols
ذكر الكائن الذي كان فيها من الأمور الجليلة,144.1.0.0.0
[أخبار متفرقة],144.2.0.0.0
ثم دخلت سنة أربع وسبعين,145.0.0.0.0
(ذكر ما كان فيها من الأحداث الجليلة),145.1.0.0.0
ذكر الخبر عن حرب المهلب للازارقه,145.2.0.0.0
عزل بكير بن وشاح عن خراسان وولايه اميه بن عبد الله عليها,145.3.0.0.0
[أخبار متفرقة],145.4.0.0.0
ثم دخلت سنة خمس وسبعين,146.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),146.1.0.0.0
ولايه الحجاج على الكوفه وخطبته في أهلها,146.2.0.0.0
ذكر الخبر عن ثوره الناس بالحجاج بالبصرة,146.3.0.0.0
نفى المهلب وابن مخنف الأزارقة عن رامهرمز,146.4.0.0.0
ذكر الخبر عن تحرك صالح للخروج وما كان منه في هذه السنة,146.5.0.0.0
ثم دخلت سنة ست وسبعين,147.0.0.0.0
(ذكر الكائن من الأحداث فيها),147.1.0.0.0
ذكر الخبر عن خروج صالح بن مسرح وعن سبب خروجه,147.2.0.0.0
خبر دخول شبيب الكوفه وما كان من امره مع الحجاج,147.3.0.0.0
[نقش الدنانير والدراهم بأمر عبد الملك بن مروان],147.4.0.0.0
[أخبار متفرقة],147.5.0.0.0
ثم دخلت سنه سبع وسبعين,148.0.0.0.0
محاربه شبيب عتاب بن ورقاء وزهره بن حوية وقتلهما,148.1.0.0.0
ذكر الخبر عن دخول شبيب الكوفه مره ثانيه,148.2.0.0.0
ذكر الخبر عن مهلك شبيب,148.3.0.0.0
خروج مطرف بن المغيره على الحجاج وعبد الملك,148.4.0.0.0
ذكر الخبر عن وقوع الخلاف بين الازارقه,148.5.0.0.0
ذكر الخبر عن هلاك قطري واصحابه,148.6.0.0.0
ذكر الخبر عن مقتل أمية بن عبد الله بن خالد بن أسيد,148.7.0.0.0
[أخبار متفرقة],148.8.0.0.0
ثم دخلت سنة ثمان وسبعين,149.0.0.0.0
ذكر الخبر عن الكائن في هذه السنة من الأحداث الجليلة,149.1.0.0.0
ذكر الخبر عن العمال الذين ولاهم الحجاج خراسان وسجستان وذكر السبب في توليته من ولاه ذلك وشيئا منه,149.2.0.0.0
ثم دخلت سنة تسع وسبعين,150.0.0.0.0
(ذكر ما كان فيها من الأحداث الجليلة),150.1.0.0.0
ذكر الخبر عن غزو عبيد الله بن ابى بكره رتبيل,150.2.0.0.0
ثم دخلت سنة ثمانين,151.0.0.0.0
(ذكر الأحداث الجليلة التي كانت في هذه السنة),151.1.0.0.0
ذكر خبر غزو المهلب ما وراء النهر,151.2.0.0.0
تسيير الجنود الى مع ابن الاشعث لحرب رتبيل,151.3.0.0.0
[أخبار متفرقة],151.4.0.0.0
ثم دخلت سنة إحدى وثمانين,152.0.0.0.0
(ذكر ما كان فيها من الأحداث),152.1.0.0.0
ذكر الخبر عن مقتل بحير بن ورقاء بخراسان,152.2.0.0.0
ذكر الخبر عن خلاف ابن الاشعث على الحجاج,152.3.0.0.0
ثم دخلت سنة اثنتين وثمانين,153.0.0.0.0
(ذكر الخبر عن الكائن من الاحداث فيها),153.1.0.0.0
خبر الحرب بين الحجاج وابن الاشعث بالزاوية,153.2.0.0.0
وقعة دير الجماجم بين الحجاج وابن الأشعث,153.3.0.0.0
ذكر الخبر عن وفاه المغيره بن المهلب,153.4.0.0.0
ذكر الخبر عن سبب انصراف المهلب عن كس,153.5.0.0.0
خبر وفاه المهلب بن ابى صفره,153.6.0.0.0
[أخبار متفرقة],153.7.0.0.0
ثم دخلت سنة ثلاث وثمانين,154.0.0.0.0
(ذكر الأحداث التي كانت فيها),154.1.0.0.0
خبر هزيمه ابن الاشعث بدير الجماجم,154.2.0.0.0
هزيمه ابن الاشعث واصحابه في وقعه مسكن,154.3.0.0.0
ذكر خبر بناء مدينه واسط,154.4.0.0.0
[أخبار متفرقة],154.5.0.0.0
ثم دخلت سنة أربع وثمانين,155.0.0.0.0
(ذكر ms2880 ما كان فيها من الأحداث),155.1.0.0.0
خبر قتل الحجاج أيوب بن القرية,155.2.0.0.0
فتح يزيد بن المهلب قلعة نيزك بباذغيس,155.3.0.0.0
[أخبار متفرقة],155.4.0.0.0
ثم دخلت سنة خمس وثمانين,156.0.0.0.0
(ذكر ما كان فيها من الاحداث),156.1.0.0.0
خبر هلاك عبد الرحمن بن محمد بن الأشعث,156.2.0.0.0
عزل يزيد بن المهلب عن خراسان,156.3.0.0.0
غزو المفضل باذغيس واخرون,156.4.0.0.0
خبر مقتل موسى بن عبد الله بن خازم بالترمذ,156.5.0.0.0
عزم عبد الملك بن مروان على خلع أخيه عبد العزيز,156.6.0.0.0
خبر موت عبد العزيز بن مروان,156.7.0.0.0
بيعه عبد الملك لابنيه: الوليد ثم سليمان,156.8.0.0.0
أخبار متفرقة,156.9.0.0.0
ثم دخلت سنة ست وثمانين,157.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),157.1.0.0.0
خبر وفاه عبد الملك بن مروان,157.2.0.0.0
ذكر الخبر عن مبلغ سنه يوم توفي,157.3.0.0.0
ذكر نسبه وكنيته,157.4.0.0.0
ذكر أولاده وأزواجه,157.5.0.0.0
خلافة الوليد ms2910 بن عبد الملك,157.6.0.0.0
ولايه قتيبة بن مسلم على خراسان من قبل الحجاج,157.7.0.0.0
ذكر ما كان من أمر قتيبة بخراسان في هذه السنة,157.8.0.0.0
[أخبار متفرقة],157.9.0.0.0
ثم دخلت سنة سبع وثمانين,158.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),158.1.0.0.0
خبر اماره عمر بن عبد العزيز على المدينة,158.2.0.0.0
خبر صلح قتيبة ونيزك,158.3.0.0.0
خبر غزو مسلمه بن عبد الملك ارض الروم,158.4.0.0.0
خبر غزو قتيبة بيكند,158.5.0.0.0
ثم دخلت سنة ثمان وثمانين,159.0.0.0.0
(ذكر ما كان فيها من الاحداث),159.1.0.0.0
خبر فتح حصن طوانه من بلاد الروم,159.2.0.0.0
ذكر عماره مسجد النبي ص,159.3.0.0.0
ذكر غزو قتيبة نومشكث وراميثنه,159.4.0.0.0
ذكر ما عمل الوليد من المعروف,159.5.0.0.0
ثم دخلت سنة تسع وثمانين,160.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت فيها),160.1.0.0.0
خبر غزو مسلمه ارض الروم,160.2.0.0.0
خبر غزو قتيبة بخارى,160.3.0.0.0
خبر ولايه خالد القسرى على مكة,160.4.0.0.0
ثم دخلت سنة تسعين,161.0.0.0.0
ففي هذه السنة غزا مسلمة أرض,161.1.0.0.0
خبر فتح بخارى,161.2.0.0.0
خبر صلح قتيبة مع السغد,161.3.0.0.0
غدر نيزك,161.4.0.0.0
خبر فتح الطالقان,161.5.0.0.0
هرب يزيد بن المهلب واخوته من سجن الحجاج,161.6.0.0.0
ثم دخلت سنة إحدى وتسعين,162.0.0.0.0
(ذكر ما كان فيها من الأحداث),162.1.0.0.0
تتمه خبر قتيبة مع نيزك,162.2.0.0.0
خبر غزو قتيبة شومان وكس ونسف,162.3.0.0.0
ولايه خالد بن عبد الله القسرى على مكة,162.4.0.0.0
ثم دخلت سنة اثنتين وتسعين,163.0.0.0.0
(ذكر الأحداث التي كانت فيها),163.1.0.0.0
فتح الاندلس,163.2.0.0.0
ثم دخلت سنة ثلاث وتسعين,164.0.0.0.0
(ذكر ms2945 الأحداث التي كانت فيها),164.1.0.0.0
صلح قتيبة ملك خوارزم شاه وفتح خام جرد,164.2.0.0.0
فتح طليطلة,164.3.0.0.0
خبر عزل عمر بن عبد العزيز عن الحجاز,164.4.0.0.0
ثم دخلت سنة أربع وتسعين,165.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),165.1.0.0.0
غزو الشاش وفرغانه,165.2.0.0.0
ولايه عثمان بن حيان المري على المدينة,165.3.0.0.0
ذكر الخبر عن مقتل سعيد بن جبير,165.4.0.0.0
ثم دخلت سنة خمس وتسعين,166.0.0.0.0
(ذكر الأحداث التي كانت فيها),166.1.0.0.0
بقية الخبر عن غزو الشاش,166.2.0.0.0
ثم دخلت سنة ست وتسعين,167.0.0.0.0
(ذكر الأحداث التي كانت فيها),167.1.0.0.0
ذكر الخبر عن موت الوليد بن عبد الملك,167.2.0.0.0
فتح قتيبة كاشغر وغزو الصين,167.3.0.0.0
خلافة سليمان بن عبد الملك,167.4.0.0.0
خبر مقتل قتيبة بن مسلم,167.5.0.0.0
ثم دخلت سنة سبع وتسعين,168.0.0.0.0
(ذكر الخبر عما كان في هذه السنة من الأحداث),168.1.0.0.0
ولايه يزيد بن المهلب على خراسان,168.2.0.0.0
ثم دخلت سنة ثمان وتسعين,169.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),169.1.0.0.0
خبر محاصره مسلمه بن عبد الملك القسطنطينية,169.2.0.0.0
مبايعه سليمان لابنه أيوب وليا للعهد,169.3.0.0.0
غزو جرجان وطبرستان,169.4.0.0.0
فتح جرجان,169.5.0.0.0
ثم دخلت سنة تسع وتسعين,170.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),170.1.0.0.0
وفاه سليمان بن عبد الملك,170.2.0.0.0
ذكر الخبر عن بعض سيره:,170.3.0.0.0
خلافة عمر بن عبد العزيز,170.4.0.0.0
ثم دخلت سنة مائة,171.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت ms3013 فيها),171.1.0.0.0
خبر خروج شوذب الخارجي,171.2.0.0.0
خبر القبض على يزيد بن المهلب,171.3.0.0.0
عزل الجراح بن عبد الله عن خراسان,171.4.0.0.0
ذكر الخبر عن سبب تولية عمر بن عبد العزيز عبد الرحمن بن نعيم وعبد الرحمن بن عبد الله القشيري خراسان,171.5.0.0.0
أول الدعوة,171.6.0.0.0
ثم دخلت سنة إحدى ومائة,172.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),172.1.0.0.0
خبر هرب يزيد بن المهلب من سجنه,172.2.0.0.0
خبر وفاه عمر بن عبد العزيز,172.3.0.0.0
ذكر بعض سيره,172.4.0.0.0
زياده في سيره عمر بن عبد العزيز ليست من كتاب أبي جعفر إلى أول خلافة يزيد بن عبد الملك بن مروان,172.5.0.0.0
خلافة يزيد بن عبد الملك بن مروان,172.6.0.0.0
مقتل شوذب الخارجي,172.7.0.0.0
خبر خلع يزيد بن المهلب يزيد بن عبد الملك,172.8.0.0.0
ذكر الخبر عن سبب خلعه يزيد بن عبد الملك وما كان من أمره وأمر يزيد في هذه السنة:,172.9.0.0.0
ثم دخلت سنة اثنتين ومائة,173.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),173.1.0.0.0
ذكر الخبر عن مقتل يزيد بن المهلب,173.2.0.0.0
ولايه مسلمه بن عبد الملك على العراق وخراسان,173.3.0.0.0
ذكر استعمال مسلمه سعيد خذينه على خراسان,173.4.0.0.0
ذكر الخبر عن غزو سعيد خذينه السغد,173.5.0.0.0
عزل مسلمه عن العراق وخراسان,173.6.0.0.0
بدء ظهور الدعوة,173.7.0.0.0
[ذكر خبر قتل يزيد بن ابى مسلم بإفريقية],173.8.0.0.0
[أخبار متفرقة],173.9.0.0.0
ثم دخلت سنة ثلاث ومائة,174.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),174.1.0.0.0
عزل سعيد خذينه عن خراسان,174.2.0.0.0
استعمال ابن هبيرة سعيدا الحرشي على خراسان,174.3.0.0.0
ارتحال اهل السغد عن بلادهم الى فرغانه,174.4.0.0.0
,
ثم دخلت سنة أربع ومائة,175.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),175.1.0.0.0
ذكر الوقعه بين الحرشي والسغد,175.2.0.0.0
ذكر الخبر عن سبب عزل يزيد بن عبد الملك عبد الرحمن ابن الضحاك عن المدينة وما كان ولاه من الأعمال,175.3.0.0.0
ذكر الخبر عن سبب عزل عمر بن هبيرة سعيد بن عمرو الحرشي عن خراسان,175.4.0.0.0
ولايه مسلم بن سعيد على خراسان,175.5.0.0.0
ثم دخلت سنة خمس ومائة,176.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),176.1.0.0.0
ذكر موت يزيد بن عبد الملك,176.2.0.0.0
ذكر بعض سيره وأموره,176.3.0.0.0
خلافة هشام بن عبد الملك,176.4.0.0.0
ذكر ولايه خالد القسرى على العراق,176.5.0.0.0
ثم دخلت سنة ست ومائة,177.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),177.1.0.0.0
ذكر الخبر عن الحرب بين اليمانيه والمضرية وربيعه,177.2.0.0.0
خبر غزو مسلم بن سعيد الترك,177.3.0.0.0
حج هشام بن عبد الملك,177.4.0.0.0
ولايه اسد بن عبد الله القسرى على خراسان,177.5.0.0.0
ثم دخلت سنة سبع ومائة,178.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),178.1.0.0.0
غزو الغور,178.2.0.0.0
[أخبار متفرقة],178.3.0.0.0
ثم دخلت سنة ثمان ومائة,179.0.0.0.0
(ذكر ما كان فيها من الأحداث),179.1.0.0.0
غزو الختل,179.2.0.0.0
ثم دخلت سنة تسع ومائة,180.0.0.0.0
(ذكر الأحداث التي كانت فيها),180.1.0.0.0
خبر مقتل عمر بن يزيد الأسيدي,180.2.0.0.0
غزو غورين,180.3.0.0.0
ذكر الخبر عن عزل هشام خالدا وأخاه عن خراسان,180.4.0.0.0
ذكر الخبر عن دعاه بنى العباس,180.5.0.0.0
ولايه اشرس بن عبد الله على خراسان,180.6.0.0.0
[أخبار متفرقة],180.7.0.0.0
ثم دخلت سنة عشر ومائة,181.0.0.0.0
(ذكر ما كان فيها من الأحداث),181.1.0.0.0
ذكر الخبر عما كان من أمر أشرس وأمر أهل سمرقند ومن وليهم في ذلك.,181.2.0.0.0
ذكر وقعه كمرجه,181.3.0.0.0
ذكر رده اهل كردر,181.4.0.0.0
ثم دخلت سنة إحدى عشرة ومائة,182.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),182.1.0.0.0
ذكر السبب الذي من أجله عزل هشام اشرس عن خراسان واستعماله الجنيد,182.2.0.0.0
ثم دخلت سنة اثنتي عشرة ومائة,183.0.0.0.0
(ذكر ما كان فيها من الأحداث),183.1.0.0.0
ذكر خبر قتل الجراح الحكمي,183.2.0.0.0
ذكر وقعه الجنيد مع الترك,183.3.0.0.0
ذكر الخبر عن هذه الوقعة وما كان سببها وكيف كانت:,183.4.0.0.0
ذكر الخبر عن مقتل سوره بن الحر,183.5.0.0.0
[أخبار متفرقة],183.6.0.0.0
ثم دخلت سنة ثلاث عشرة ومائة,184.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),184.1.0.0.0
قتل عبد الوهاب بن بخت,184.2.0.0.0
ثم دخلت سنة أربع عشرة ومائة,185.0.0.0.0
(ذكر الأخبار عن الأحداث التي كانت فيها),185.1.0.0.0
ثم دخلت سنة خمس عشرة ومائة,186.0.0.0.0
(ذكر الأخبار عما كان فيها من الأحداث),186.1.0.0.0
ثم دخلت سنة ست عشرة ومائة,187.0.0.0.0
(ذكر ما كان فيها من الأحداث),187.1.0.0.0
وفاة الجنيد بن عبد الرحمن وولاية عاصم بن عبد الله خراسان,187.2.0.0.0
ذكر خلع الحارث بن سريج,187.3.0.0.0
ثم دخلت سنة سبع عشرة ومائة,188.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),188.1.0.0.0
ذكر الخبر عن سبب عزل هشام عاصما وتوليته خالدا خراسان,188.2.0.0.0
امر اسد بن عبد الله مع دعاه بنى العباس,188.3.0.0.0
ثم دخلت سنه ثمان عشرة ومائة,189.0.0.0.0
(ذكر الخبر عما كان في هذه السنة من الأحداث),189.1.0.0.0
ولايه عمار بن يزيد على شيعه بنى العباس ms3149 بخراسان,189.2.0.0.0
ذكر ما كان من الحارث بن سريج مع اصحابه,189.3.0.0.0
[أخبار متفرقة],189.4.0.0.0
ثم دخلت سنة تسع عشرة ومائة,190.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,190.1.0.0.0
ذكر غزو الترك ومقتل خاقان,190.2.0.0.0
ذكر الخبر عن مقتل المغيره بن سعيد ونفر معه,190.3.0.0.0
خبر مقتل بهلول بن بشر,190.4.0.0.0
ذكر الخبر عن غزوة أسد الختل هذه الغزوة وسبب قتله بدر طرخان,190.5.0.0.0
ظهور الصحارى بن شبيب الخارجي,190.6.0.0.0
ثم دخلت سنة عشرين ومائة,191.0.0.0.0
خبر وفاه اسد بن عبد الله القسرى,191.1.0.0.0
امر شيعه بنى العباس بخراسان,191.2.0.0.0
ذكر سبب عزل هشام خالدا,191.3.0.0.0
ذكر الخبر عن عمل هشام عزل خالد حين صح عزمه على عزله,191.4.0.0.0
[أخبار متفرقة],191.5.0.0.0
ذكر الخبر عن سبب ولاية نصر بن سيار خراسان,191.6.0.0.0
ثم دخلت سنة إحدى وعشرين ومائة,192.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),192.1.0.0.0
ذكر الخبر عن ظهور زيد بن على,192.2.0.0.0
ذكر الخبر عن غزوه نصر بن سيار ما وراء النهر,192.3.0.0.0
ثم دخلت سنة اثنتين وعشرين ومائة,193.0.0.0.0
(ذكر الخبر عما كان فيها من احداث),193.1.0.0.0
خبر مقتل زيد بن على,193.2.0.0.0
ثم دخلت سنة ثلاث وعشرين ومائة,194.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),194.1.0.0.0
ذكر خبر صلح نصر بن سيار مع السغد,194.2.0.0.0
ثم دخلت سنة أربع وعشرين ومائة,195.0.0.0.0
(ذكر الاخبار عما كان فيها من الاحداث),195.1.0.0.0
ابتداء امر ابى مسلم الخراسانى,195.2.0.0.0
ثم دخلت سنة خمس وعشرين ومائة,196.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),196.1.0.0.0
خبر وفاه هشام بن عبد الملك,196.2.0.0.0
ذكر الخبر عن العلة التي كانت بها وفاته,196.3.0.0.0
ذكر بعض سير هشام,196.4.0.0.0
خلافة الوليد بن يزيد بن عبد الملك بن مروان,196.5.0.0.0
(ذكر الخبر عن بعض أسباب ولايته الخلافه),196.6.0.0.0
توليه الوليد نصر بن سيار على خراسان وامره مع يوسف بن عمر,196.7.0.0.0
توليه الوليد بن يزيد خاله يوسف الثقفى على المدينة ومكة,196.8.0.0.0
غزو قبرس,196.9.0.0.0
ذكر الخبر عن مقتل يحيى بن زيد بن على,196.10.0.0.0
ثم دخلت سنة ست وعشرين ومائة,197.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث الجليلة),197.1.0.0.0
ذكر بقية اخبار يزيد بن الوليد بن عبد الملك,197.2.0.0.0
ذكر الخبر عن سبب قتله إياه وكيف قتل:,197.3.0.0.0
ذكر بعض الخبر عن إفساده بني عميه هشام والوليد:,197.4.0.0.0
خبر قتل خالد بن عبد الله القسرى,197.5.0.0.0
ذكر بيعه يزيد بن الوليد الناقص,197.6.0.0.0
ذكر اضطراب امر بنى مروان,197.7.0.0.0
ذكر خلاف اهل حمص,197.8.0.0.0
ذكر خلاف اهل الأردن وفلسطين,197.9.0.0.0
ذكر امتناع نصر بن سيار على منصور بن جمهور,197.10.0.0.0
ذكر ms3301 مخالفه مروان بن محمد,197.11.0.0.0
ذكر الخبر عن عزل منصور بن جمهور عن العراق,197.12.0.0.0
ذكر وقوع الخلاف بين اليمانيه والنزارية في خراسان,197.13.0.0.0
خبر الحارث بن سريج مع يزيد,197.14.0.0.0
كتاب ابراهيم الامام الى شيعه بنى العباس,197.15.0.0.0
ذكر بيعه ابراهيم بن الوليد بالعهد,197.16.0.0.0
ذكر خلاف مروان بن محمد على يزيد,197.17.0.0.0
ذكر خبر وفاه يزيد بن الوليد,197.18.0.0.0
خلافة أبي إسحاق إبراهيم بن الوليد,197.19.0.0.0
سنة سبع وعشرين ومائة,198.0.0.0.0
(ذكر ما كان فيها من الأحداث),198.1.0.0.0
ذكر مسير مروان الى الشام وخلع ابراهيم بن الوليد,198.2.0.0.0
ذكر ظهور عبد الله بن معاوية بن عبد الله بن جعفر,198.3.0.0.0
ذكر خبر رجوع الحارث بن سريج الى مرو,198.4.0.0.0
خلافه مروان بن محمد,198.5.0.0.0
ذكر الخبر عن انتقاض اهل حمص على مروان,198.6.0.0.0
"ذكر الأخبار عن خروج الضحاك محكما ودخوله الكوفة، ومن أين كان إقباله إليها",198.7.0.0.0
خبر خروج سليمان بن هشام على مروان بن محمد,198.8.0.0.0
ثم دخلت سنه ثمان وعشرين ومائه,199.0.0.0.0
(ذكر خبر قتل الحارث بن سريج بخراسان),199.1.0.0.0
ذكر الخبر عن مقتل الضحاك الخارجي,199.2.0.0.0
ذكر الخبر عن مقتل الخيبرى وولايه شيبان,199.3.0.0.0
خبر ابى حمزه الخارجي مع عبد الله بن يحيى,199.4.0.0.0
ثم دخلت سنة تسع وعشرين ومائة,200.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),200.1.0.0.0
خبر هلاك شيبان بن عبد العزيز الحروري,200.2.0.0.0
ذكر اظهار الدعوة العباسية بخراسان,200.3.0.0.0
ذكر تعاقد اهل خراسان على قتال ابى مسلم,200.4.0.0.0
ذكر خبر مقتل الكرماني,200.5.0.0.0
غلبه عبد الله بن معاويه على فارس,200.6.0.0.0
مجيء ابى حمزه الخارجي الموسم,200.7.0.0.0
ثم دخلت سنه ثلاثين ومائه,201.0.0.0.0
(ذكر خبر الاحداث التي كانت فيها),201.1.0.0.0
ذكر دخول ابى مسلم مرو والبيعه بها,201.2.0.0.0
خبر مقتل شبيب بن سلمه الخارجي,201.3.0.0.0
ذكر خبر قتل على وعثمان ابنى جديع,201.4.0.0.0
قدوم قحطبه بن شبيب على ابى مسلم,201.5.0.0.0
ذكر خبر قتل نباته بن حنظله,201.6.0.0.0
ذكر وقعه ابى حمزه الخارجي بقديد,201.7.0.0.0
ذكر خبر دخول ابى حمزه المدينة,201.8.0.0.0
ثم دخلت سنة إحدى وثلاثين ومائة,202.0.0.0.0
(ذكر ما كان فيها من الأحداث),202.1.0.0.0
ذكر خبر موت نصر بن سيار,202.2.0.0.0
امر ابى مسلم مع قحطبه عند نزوله الري,202.3.0.0.0
ذكر الخبر عما كان من أمر أبي مسلم هنالك ومن قحطبة بعد نزوله الري.,202.4.0.0.0
ذكر خبر قتل عامر بن ضباره ودخول قحطبه أصبهان,202.5.0.0.0
ذكر خبر محاربه قحطبه اهل نهاوند ودخولها,202.6.0.0.0
ذكر وقعه شهرزور وفتحها,202.7.0.0.0
ذكر خبر مسير قحطبه الى ابن هبيرة بالعراق,202.8.0.0.0
ثم دخلت سنة اثنتين وثلاثين ومائة,203.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),203.1.0.0.0
ذكر الخبر عن هلاك قحطبه بن شبيب,203.2.0.0.0
ذكر خبر خروج محمد بن خالد بالكوفه مسودا,203.3.0.0.0
خلافة أبي العباس عبد الله بن محمد بن على ابن عبد الله بن عباس,203.4.0.0.0
(ذكر الخبر عن سبب خلافته),203.5.0.0.0
ذكر بقية الخبر عما كان من الأحداث في سنة اثنتين وثلاثين ومائة,203.6.0.0.0
ذكر هزيمه مروان بن محمد بموقعه الزاب,203.7.0.0.0
ذكر خبر قتل ابراهيم بن محمد بن على الامام,203.8.0.0.0
ذكر الخبر عن قتل مروان بن محمد,203.9.0.0.0
ذكر الخبر عن تبيض أبي الورد وما آل إليه أمره وأمر من بيض معه,203.10.0.0.0
ذكر خبر خلع حبيب بن مره المري,203.11.0.0.0
ذكر خبر تبييض اهل الجزيرة وخلعهم أبا العباس,203.12.0.0.0
ذكر خبر شخوص ابى ms3457 جعفر الى خراسان,203.13.0.0.0
ذكر الخبر عن حرب يزيد بن عمر بن هبيرة بواسط,203.14.0.0.0
ثم دخلت سنة ثلاث وثلاثين ومائة,204.0.0.0.0
. (ذكر ما كان في هذه السنة من الأحداث),204.1.0.0.0
ثم دخلت سنة أربع وثلاثين ومائة,205.0.0.0.0
(ذكر ما كان فيها من الأحداث),205.1.0.0.0
ذكر خبر خلع بسام بن ابراهيم,205.2.0.0.0
امر الخوارج مع خازم بن خزيمة وقتل شيبان بن عبد العزيز,205.3.0.0.0
ذكر غزوه كس,205.4.0.0.0
ذكر قتال منصور بن جمهور,205.5.0.0.0
ثم دخلت سنة خمس وثلاثين ومائة,206.0.0.0.0
(ذكر ما كان فيها من الأحداث),206.1.0.0.0
ذكر خبر خروج زياد بن صالح,206.2.0.0.0
ثم دخلت سنة ست وثلاثين ومائة,207.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),207.1.0.0.0
ذكر قدوم ابى مسلم على ابى العباس,207.2.0.0.0
حج ابى جعفر المنصور وابى مسلم,207.3.0.0.0
ذكر الخبر عن موت ابى العباس السفاح,207.4.0.0.0
خلافة أبي جعفر المنصور وهو عبد الله بن محمد,207.5.0.0.0
ثم دخلت سنة سبع وثلاثين ومائة,208.0.0.0.0
(ذكر الخبر عما كان في هذه السنة من الاحداث),208.1.0.0.0
ذكر خبر خروج عبد الله بن على وهزيمته,208.2.0.0.0
ذكر خبر قتل ابى مسلم الخراسانى,208.3.0.0.0
ذكر خروج سنباذ للطلب بدم ابى مسلم ثم قتله,208.4.0.0.0
خروج ملبد بن حرمله الشيبانى,208.5.0.0.0
ثم دخلت سنة ثمان وثلاثين ومائة,209.0.0.0.0
(ذكر ما كان فيها من الأحداث),209.1.0.0.0
ذكر خلع جهور بن مرار المنصور,209.2.0.0.0
ذكر خبر قتل ملبد الخارجي,209.3.0.0.0
ثم دخلت سنة تسع وثلاثين ومائة,210.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),210.1.0.0.0
ذكر خبر حبس عبد الله بن على,210.2.0.0.0
ثم دخلت سنة أربعين ومائة,211.0.0.0.0
ذكر ما كان فيها من الأحداث,211.1.0.0.0
ذكر هلاك ابى داود عامل خراسان وولايه عبد الجبار,211.2.0.0.0
ثم دخلت سنة إحدى وأربعين ومائة,212.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),212.1.0.0.0
ذكر الخبر عن خروج الراونديه ms3507,212.2.0.0.0
ذكر خلع عبد الجبار بخراسان ومسير المهدى اليه,212.3.0.0.0
ثم دخلت سنة اثنتين وأربعين ومائة,213.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),213.1.0.0.0
ذكر خلع عيينة بن موسى بن كعب بالسند,213.2.0.0.0
ذكر خبر نكث اصبهبذ طبرستان العهد,213.3.0.0.0
ثم دخلت سنة ثلاث وأربعين ومائة,214.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),214.1.0.0.0
غزو الديلم,214.2.0.0.0
عزل الهيثم بن معاوية عن مكة والطائف,214.3.0.0.0
عزل حميد بن قحطبه عن مصر,214.4.0.0.0
ثم دخلت سنة أربع وأربعين ومائة,215.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),215.1.0.0.0
ولايه رياح بن عثمان على المدينة وامر ابنى عبد الله بن حسن,215.2.0.0.0
ذكر حمل ولد حسن بن حسن الى العراق,215.3.0.0.0
ذكر بقية الخبر عن الأحداث التي كانت في سنة أربع وأربعين ومائة,215.4.0.0.0
ذكر الخبر عن سبب حمله إياهم إلى العراق:,215.5.0.0.0
ثم دخلت سنة خمس وأربعين ومائة,216.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),216.1.0.0.0
ذكر الخبر عن مخرج محمد بن عبد الله ومقتله,216.2.0.0.0
ذكر الخبر عن وثوب السودان بالمدينة في هذه السنة والسبب الذي هيج ذلك,216.3.0.0.0
ذكر الخبر عن بناء مدينه ms3606 بغداد,216.4.0.0.0
ذكر الخبر عن ظهور ابراهيم بن محمد ومقتله,216.5.0.0.0
ثم دخلت سنة ست وأربعين ومائة,217.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),217.1.0.0.0
